deal_announce_date,deal_method,deal_action,deal_quantity,deal_price,deal_ratio,Ticker
2021-01-12,,Mua,3489272.0,26376.0,0.604,DTV
2021-01-04,,Bán,-3489272.0,22968.0,0.842,DTV
2018-09-11,,Mua,3700.0,11919.0,2.549,DTV
2017-09-26,,Bán,-6300.0,8743.0,3.838,DTV
2016-09-01,,Bán,-2500.0,7339.0,4.764,DTV
2016-09-01,,Bán,0.0,7339.0,4.764,DTV
2016-09-01,,Bán,0.0,7339.0,4.764,DTV
2016-08-23,,Mua,3489272.0,7339.0,4.764,DTV
2016-08-02,,Bán,-1099991.0,9873.0,3.284,DTV
2016-08-02,,Bán,-789793.0,9873.0,3.284,DTV
2016-08-01,,Bán,-433996.0,10884.0,2.886,DTV
2016-08-01,,Bán,-1159492.0,10884.0,2.886,DTV
2016-07-20,,Mua,32000.0,3926.0,9.774,DTV
2016-07-20,,Bán,-32000.0,3926.0,9.774,DTV
2016-06-30,,Mua,26000.0,739.0,56.24,DTV
2016-06-29,,Bán,-3484972.0,661.0,62.994,DTV
2016-06-28,,Mua,789993.0,583.0,71.556,DTV
,,,,,,DUS
2024-10-03,,Bán,-60000.0,8593.0,0.164,DVC
2024-10-02,,Bán,-266000.0,8593.0,0.164,DVC
2024-09-23,,Mua,50000.0,8499.0,0.177,DVC
2024-09-19,,Mua,50000.0,8406.0,0.19,DVC
2024-07-23,,Mua,12700.0,10274.0,-0.027,DVC
2023-07-31,,Mua,893946.0,10347.0,-0.034,DVC
2022-10-24,,Mua,700000.0,9430.0,0.06,DVC
2020-12-22,,Mua,760000.0,6216.0,0.609,DVC
2020-12-22,,Bán,-210000.0,6216.0,0.609,DVC
2020-12-18,,Bán,-200000.0,6139.0,0.629,DVC
2020-12-18,,Bán,-350000.0,6139.0,0.629,DVC
2019-10-14,,Mua,48974.0,7041.0,0.42,DVC
2019-10-10,,Mua,370010.0,7041.0,0.42,DVC
2019-10-10,,Mua,516142.0,7041.0,0.42,DVC
2019-10-10,,Mua,97814.0,7041.0,0.42,DVC
2019-07-10,,Mua,18485.0,6337.0,0.578,DVC
2019-06-19,,Mua,10000.0,6900.0,0.449,DVC
2019-05-24,,Mua,13500.0,5985.0,0.671,DVC
2019-05-16,,Mua,30000.0,6971.0,0.435,DVC
2017-08-24,,Mua,2500.0,3687.0,1.712,DVC
2024-07-23,,Mua,100000.0,1800.0,-0.222,DVG
2024-06-11,,Mua,300000.0,2100.0,-0.333,DVG
2024-06-05,,Mua,440000.0,2300.0,-0.391,DVG
2024-03-13,,Mua,40000.0,3100.0,-0.548,DVG
2024-03-08,,Mua,50000.0,3300.0,-0.576,DVG
2024-03-08,,Bán,-150000.0,3300.0,-0.576,DVG
2024-03-08,,Mua,0.0,3300.0,-0.576,DVG
2024-03-06,,Mua,0.0,3300.0,-0.576,DVG
2024-03-06,,Mua,32500.0,3300.0,-0.576,DVG
2024-01-30,,Bán,-167600.0,3300.0,-0.576,DVG
2024-01-19,,Bán,-246000.0,3000.0,-0.533,DVG
2023-12-07,,Mua,100000.0,3100.0,-0.548,DVG
2023-07-20,,Bán,-270600.0,3900.0,-0.641,DVG
2023-07-11,,Bán,-159200.0,4000.0,-0.65,DVG
2022-06-07,,Mua,159200.0,10000.0,-0.86,DVG
2022-05-26,,Mua,270600.0,10000.0,-0.86,DVG
2022-05-05,,Bán,-3500000.0,9500.0,-0.853,DVG
2022-03-29,,Bán,-5000000.0,15200.0,-0.908,DVG
2022-02-28,,Bán,-2280400.0,12400.0,-0.887,DVG
2022-02-28,,Bán,-1914200.0,12400.0,-0.887,DVG
2023-10-31,,Bán,-40000.0,,,DVM
2023-09-15,,Bán,-30000.0,,,DVM
2023-06-13,,Bán,-7687182.0,,,DVN
2023-06-12,,Bán,-14331600.0,,,DVN
2023-06-09,,Bán,-152146.0,,,DVN
2023-06-02,,Bán,-9974400.0,,,DVN
2023-06-02,,Bán,-1697854.0,,,DVN
2023-04-14,,Bán,-2650000.0,,,DVN
2022-04-12,,Mua,4500000.0,,,DVN
2022-04-12,,Bán,-40290000.0,,,DVN
2022-04-08,,Mua,19317700.0,,,DVN
2022-04-07,,Mua,9207900.0,,,DVN
2021-06-22,,Bán,-11300.0,,,DVN
2021-01-21,,Bán,-20000.0,,,DVN
2018-02-23,,Bán,0.0,,,DVN
2017-10-23,,Mua,20000.0,,,DVN
2017-06-29,,Mua,11800000.0,,,DVN
2024-10-02,,Mua,13400.0,74500.0,0.141,DVP
2023-09-27,,Mua,12800.0,57219.0,0.486,DVP
2023-08-02,,Mua,30000.0,54766.0,0.552,DVP
2023-07-07,,Mua,20200.0,48954.0,0.736,DVP
2021-07-28,,Bán,-70900.0,36977.0,1.299,DVP
2017-11-28,,Mua,2062630.0,36797.0,1.31,DVP
2017-11-28,,Bán,-2062630.0,36797.0,1.31,DVP
2017-06-27,,Bán,-90.0,36736.0,1.314,DVP
2016-04-28,,Bán,0.0,33395.0,1.545,DVP
2016-04-11,,Bán,-880000.0,32251.0,1.636,DVP
2015-12-08,,Bán,0.0,29735.0,1.859,DVP
2015-11-30,,Bán,0.0,28363.0,1.997,DVP
2014-09-29,,Bán,-22400.0,,,DVP
2014-04-08,,Bán,-40000.0,,,DVP
2013-06-20,,Bán,-21000.0,,,DVP
2013-05-06,,Bán,-211100.0,,,DVP
2013-04-24,,Mua,20000.0,,,DVP
2013-03-29,,Bán,-150000.0,,,DVP
2012-02-01,,Mua,0.0,,,DVP
2012-02-01,,Bán,-3560.0,,,DVP
2018-10-29,,Bán,-1243.0,11549.0,0.775,DVW
2018-08-02,,Mua,0.0,8476.0,1.419,DVW
2018-07-30,,Mua,0.0,8476.0,1.419,DVW
2022-01-05,,Mua,3019125.0,,,DWC
2022-01-05,,Mua,7500000.0,,,DWC
2021-12-31,,Bán,-2567766.0,,,DWC
2021-12-31,,Bán,-2500000.0,,,DWC
2021-12-30,,Bán,-4000000.0,,,DWC
2024-10-22,,Bán,-8000.0,,,DWS
2024-03-21,,Bán,0.0,,,DWS
2024-02-06,,Bán,0.0,,,DWS
2024-01-11,,Bán,-20000.0,,,DWS
2023-12-04,,Mua,10000.0,,,DWS
2023-11-21,,Mua,15400.0,,,DWS
2023-03-21,,Mua,35000.0,,,DWS
2023-01-19,,Mua,70100.0,,,DWS
2020-07-21,,Mua,2500.0,,,DWS
2020-07-03,,Mua,0.0,,,DWS
2019-10-21,,Mua,700.0,,,DWS
2025-01-17,,Mua,0.0,15000.0,0.0,DXG
2025-01-15,,Mua,0.0,14500.0,0.034,DXG
2024-11-25,,Bán,-1500000.0,16310.0,-0.08,DXG
2024-11-25,,Bán,-1162666.0,16310.0,-0.08,DXG
2024-11-25,,Bán,-1000000.0,16310.0,-0.08,DXG
2024-11-25,,Bán,-837334.0,16310.0,-0.08,DXG
2024-10-25,,Bán,-300000.0,15926.0,-0.058,DXG
2024-10-25,,Bán,-200000.0,15926.0,-0.058,DXG
2024-10-07,,Mua,300000.0,14583.0,0.029,DXG
2024-10-07,,Mua,200000.0,14583.0,0.029,DXG
2024-10-07,,Mua,163900.0,14583.0,0.029,DXG
2024-10-07,,Mua,100000.0,14583.0,0.029,DXG
2024-09-30,,Mua,100000.0,16022.0,-0.064,DXG
2024-09-30,,Mua,150000.0,16022.0,-0.064,DXG
2024-09-25,,Mua,150000.0,15590.0,-0.038,DXG
2024-09-25,,Bán,-500000.0,15590.0,-0.038,DXG
2024-09-20,,Mua,100000.0,14967.0,0.002,DXG
2024-09-20,,Mua,150000.0,14967.0,0.002,DXG
2024-09-20,,Mua,300000.0,14967.0,0.002,DXG
2024-09-20,,Mua,500000.0,14967.0,0.002,DXG
2024-01-19,,Mua,145000.0,5100.0,1.725,DXL
2023-02-21,,Mua,108000.0,4837.0,1.874,DXL
2022-11-23,,Bán,-86518.0,5330.0,1.608,DXL
2022-09-06,,Bán,0.0,8292.0,0.676,DXL
2022-08-09,,Mua,784301.0,4639.0,1.996,DXL
2022-08-09,,Bán,-784301.0,4639.0,1.996,DXL
2022-08-03,,Bán,0.0,3554.0,2.911,DXL
2021-07-02,,Bán,-516910.0,4245.0,2.274,DXL
2021-06-29,,Bán,-225052.0,4245.0,2.274,DXL
2021-06-23,,Mua,32150.0,3751.0,2.706,DXL
2021-06-23,,Mua,152714.0,3751.0,2.706,DXL
2021-06-16,,Mua,329542.0,3751.0,2.706,DXL
2021-06-16,,Mua,187368.0,3751.0,2.706,DXL
2021-06-15,,Mua,233090.0,3751.0,2.706,DXL
2021-06-11,,Bán,-233090.0,3751.0,2.706,DXL
2020-05-13,,Bán,-228815.0,3455.0,3.023,DXL
2020-05-12,,Mua,48768.0,3455.0,3.023,DXL
2020-05-12,,Mua,48747.0,3455.0,3.023,DXL
2020-05-12,,Mua,105800.0,3455.0,3.023,DXL
2019-01-23,,Mua,200000.0,3060.0,3.542,DXL
2024-10-30,,Bán,0.0,12000.0,-0.05,DXP
2024-02-19,,Bán,-3248700.0,14275.0,-0.201,DXP
2023-11-17,,Bán,-4200000.0,12539.0,-0.091,DXP
2023-07-13,,Mua,650000.0,10882.0,0.048,DXP
2023-07-11,,Mua,2500000.0,10714.0,0.064,DXP
2023-07-11,,Mua,3800000.0,10714.0,0.064,DXP
2023-07-11,,Mua,4700000.0,10714.0,0.064,DXP
2023-07-11,,Mua,3400000.0,10714.0,0.064,DXP
2023-05-23,,Bán,-7015.0,8267.0,0.379,DXP
2023-04-05,,Bán,-160000.0,8352.0,0.365,DXP
2023-04-05,,Bán,-243000.0,8352.0,0.365,DXP
2022-02-07,,Mua,70000.0,13983.0,-0.185,DXP
2022-02-07,,Mua,75000.0,13983.0,-0.185,DXP
2022-02-07,,Mua,78815.0,13983.0,-0.185,DXP
2022-02-07,,Mua,13036.0,13983.0,-0.185,DXP
2022-01-29,,Mua,3000.0,13436.0,-0.152,DXP
2022-01-29,,Mua,8000.0,13436.0,-0.152,DXP
2022-01-29,,Mua,10000.0,13436.0,-0.152,DXP
2022-01-27,,Mua,3250.0,13436.0,-0.152,DXP
2022-01-27,,Mua,35000.0,13436.0,-0.152,DXP
2024-01-16,,Mua,32000.0,,,DXS
2024-01-16,,Mua,65000.0,,,DXS
2024-01-16,,Mua,100000.0,,,DXS
2024-01-16,,Mua,150000.0,,,DXS
2024-01-16,,Mua,200000.0,,,DXS
2024-01-16,,Mua,400000.0,,,DXS
2024-01-16,,Mua,500000.0,,,DXS
2024-01-08,,Mua,0.0,,,DXS
2023-09-19,,Bán,-982800.0,,,DXS
2023-09-08,,Bán,-953300.0,,,DXS
2023-05-12,,Bán,-809300.0,,,DXS
2022-06-13,,Mua,330000.0,,,DXS
2011-03-29,,Bán,-2200.0,,,DXV
2010-07-29,,Bán,0.0,,,DXV
2010-04-12,,Bán,-2500.0,,,DXV
2008-08-27,,Bán,-549540.0,,,DXV
2021-11-22,,Bán,-268100.0,9500.0,-0.695,DZM
2021-11-17,,Bán,-166000.0,10400.0,-0.721,DZM
2021-10-15,,Mua,346200.0,8300.0,-0.651,DZM
2021-10-04,,Bán,-85200.0,8600.0,-0.663,DZM
2021-05-20,,Bán,0.0,4600.0,-0.37,DZM
2020-05-26,,Bán,-275000.0,2800.0,0.036,DZM
2020-05-26,,Bán,-601620.0,2800.0,0.036,DZM
2020-05-13,,Mua,193000.0,2400.0,0.208,DZM
2020-04-09,,Bán,-1000.0,2500.0,0.16,DZM
2020-04-09,,Mua,270080.0,2500.0,0.16,DZM
2020-04-03,,Mua,269600.0,2500.0,0.16,DZM
2020-02-19,,Mua,275000.0,2600.0,0.115,DZM
2020-02-19,,Mua,262000.0,2600.0,0.115,DZM
2020-02-14,,Bán,-809000.0,2500.0,0.16,DZM
2018-12-10,,Mua,401000.0,1800.0,0.611,DZM
2016-11-22,,Bán,-150000.0,9583.0,-0.697,DZM
2016-08-03,,Bán,-1400.0,8833.0,-0.672,DZM
2014-08-12,,Bán,0.0,,,DZM
2014-07-03,,Bán,-100000.0,,,DZM
2012-06-12,,Mua,0.0,,,DZM
2023-07-17,,Bán,-65400.0,,,E12
2023-06-14,,Mua,8500.0,,,E12
,,,,,,E29
2024-06-18,,Mua,165000.0,12900.0,-0.085,EBS
2024-06-14,,Bán,0.0,13000.0,-0.092,EBS
2024-05-24,,Bán,-765000.0,11000.0,0.073,EBS
2024-05-17,,Mua,600000.0,11000.0,0.073,EBS
2019-03-20,,Mua,94700.0,7294.0,0.618,EBS
2018-10-16,,Mua,18900.0,5441.0,1.169,EBS
2018-05-09,,Bán,0.0,5789.0,1.038,EBS
2018-04-19,,Mua,285200.0,5731.0,1.059,EBS
2018-04-06,,Bán,-335000.0,6309.0,0.87,EBS
2018-01-24,,Mua,138010.0,5468.0,1.158,EBS
2018-01-05,,Mua,75300.0,5310.0,1.222,EBS
2017-10-24,,Mua,121300.0,5258.0,1.244,EBS
2017-09-14,,Mua,100400.0,5153.0,1.29,EBS
2017-08-29,,Mua,97500.0,5153.0,1.29,EBS
2017-06-09,,Mua,100000.0,4785.0,1.466,EBS
2017-04-14,,Mua,100500.0,4536.0,1.601,EBS
2016-11-30,,Mua,100700.0,4059.0,1.907,EBS
2016-05-24,,Mua,26500.0,4059.0,1.907,EBS
2016-03-30,,Mua,98300.0,4632.0,1.547,EBS
2016-02-02,,Mua,63700.0,3810.0,2.097,EBS
2023-10-24,,Bán,-231251.0,24500.0,-0.188,ECI
2023-10-24,,Bán,-85000.0,24500.0,-0.188,ECI
2023-10-24,,Mua,130000.0,24500.0,-0.188,ECI
2023-10-24,,Mua,186251.0,24500.0,-0.188,ECI
2023-10-13,,Mua,85000.0,24500.0,-0.188,ECI
2023-10-13,,Bán,-205000.0,24500.0,-0.188,ECI
2023-10-11,,Mua,205000.0,24500.0,-0.188,ECI
2023-07-07,,Mua,120000.0,24500.0,-0.188,ECI
2023-07-04,,Bán,-120000.0,24500.0,-0.188,ECI
2022-03-24,,Mua,152251.0,24988.0,-0.204,ECI
2022-02-11,,Bán,-85000.0,36506.0,-0.455,ECI
2022-02-07,,Bán,-80000.0,34554.0,-0.424,ECI
2022-01-28,,Bán,-85000.0,38361.0,-0.481,ECI
2022-01-28,,Bán,-70000.0,38361.0,-0.481,ECI
2022-01-28,,Bán,-2100.0,38361.0,-0.481,ECI
2022-01-28,,Bán,-266000.0,38361.0,-0.481,ECI
2022-01-27,,Mua,300000.0,38361.0,-0.481,ECI
2022-01-27,,Bán,-344000.0,38361.0,-0.481,ECI
2022-01-20,,Bán,-233000.0,42558.0,-0.532,ECI
2022-01-19,,Mua,3400.0,45974.0,-0.567,ECI
2022-09-16,,Mua,187100.0,2600.0,-0.346,EFI
2021-04-06,,Mua,87800.0,2300.0,-0.261,EFI
2021-03-26,,Mua,293000.0,2100.0,-0.19,EFI
2021-01-29,,Bán,-499500.0,1700.0,0.0,EFI
2020-07-03,,Mua,1239400.0,2000.0,-0.15,EFI
2020-07-03,,Mua,2026000.0,2000.0,-0.15,EFI
2020-07-03,,Bán,-1239400.0,2000.0,-0.15,EFI
2020-07-03,,Bán,-1091500.0,2000.0,-0.15,EFI
2020-06-30,,Bán,-934500.0,2200.0,-0.227,EFI
2017-11-28,,Bán,-1394000.0,7500.0,-0.773,EFI
2016-09-27,,Mua,1239400.0,7600.0,-0.776,EFI
2016-09-26,,Mua,934500.0,7600.0,-0.776,EFI
2016-09-23,,Bán,-323900.0,7600.0,-0.776,EFI
2016-09-23,,Mua,1091500.0,7600.0,-0.776,EFI
2016-09-23,,Bán,-1475000.0,7600.0,-0.776,EFI
2016-09-23,,Bán,-558400.0,7600.0,-0.776,EFI
2016-08-19,,Bán,0.0,7600.0,-0.776,EFI
2016-07-12,,Mua,44800.0,7600.0,-0.776,EFI
2016-06-08,,Mua,89300.0,8000.0,-0.788,EFI
2016-04-29,,Mua,90100.0,8100.0,-0.79,EFI
2024-11-11,,Bán,-123298.0,18700.0,-0.021,EIB
2024-08-12,,Mua,39178168.0,17333.0,0.056,EIB
2024-08-12,,Mua,50000000.0,17333.0,0.056,EIB
2023-02-17,,Mua,15000.0,14962.0,0.223,EIB
2023-01-16,,Bán,-132815207.0,17371.0,0.053,EIB
2022-10-18,,Bán,-60540000.0,24027.0,-0.238,EIB
2022-10-18,,Bán,-44716859.0,24027.0,-0.238,EIB
2022-10-13,,Bán,-12355229.0,24546.0,-0.254,EIB
2022-10-13,,Bán,-11057900.0,24546.0,-0.254,EIB
2021-07-07,,Bán,-61400.0,19806.0,-0.076,EIB
2019-01-31,,Bán,-60000.0,10844.0,0.688,EIB
2018-12-11,,Bán,-6689570.0,8994.0,1.035,EIB
2018-12-06,,Bán,-35011110.0,9286.0,0.971,EIB
2018-08-03,,Mua,13799399.0,9124.0,1.006,EIB
2018-01-30,,Mua,0.0,10520.0,0.74,EIB
2017-05-17,,Bán,-10.0,7143.0,1.562,EIB
2017-05-04,,Mua,6.0,7370.0,1.483,EIB
2017-04-14,,Mua,50000.0,7435.0,1.461,EIB
2016-04-05,,Bán,0.0,6624.0,1.763,EIB
2014-11-28,,Bán,-60000.0,,,EIB
2021-11-30,,Bán,-259400.0,,,EIC
2019-03-21,,Mua,109377.0,,,EIC
2017-03-16,,Bán,-1000.0,,,EIC
2025-01-07,,Mua,18600.0,26600.0,0.011,EID
2024-08-16,,Mua,12100.0,27000.0,-0.004,EID
2024-07-23,,Mua,5000.0,26500.0,0.015,EID
2024-06-11,,Mua,3100.0,24500.0,0.098,EID
2024-04-22,,Mua,31900.0,22168.0,0.213,EID
2024-04-03,,Mua,29000.0,23017.0,0.169,EID
2024-03-19,,Mua,45000.0,22639.0,0.188,EID
2024-03-06,,Mua,30100.0,21696.0,0.24,EID
2024-02-05,,Mua,38100.0,19715.0,0.364,EID
2024-02-05,,Mua,40000.0,19715.0,0.364,EID
2024-02-02,,Mua,143000.0,19338.0,0.391,EID
2023-12-27,,Bán,-16500.0,19621.0,0.371,EID
2023-12-25,,Mua,10000.0,19621.0,0.371,EID
2023-11-10,,Mua,25600.0,18866.0,0.426,EID
2023-10-24,,Mua,20000.0,19621.0,0.371,EID
2023-10-05,,Mua,9900.0,19715.0,0.364,EID
2023-08-01,,Bán,-21600.0,19904.0,0.351,EID
2022-12-20,,Mua,3600.0,20193.0,0.332,EID
2022-09-16,,Mua,700.0,20193.0,0.332,EID
2022-07-12,,Mua,9800.0,17359.0,0.55,EID
2022-10-27,,Mua,1409700.0,,,EIN
2022-10-27,,Bán,-1500000.0,,,EIN
2021-03-16,,Mua,15000.0,,,EIN
2021-03-16,,Bán,-15000.0,,,EIN
2024-08-16,,Bán,-500000.0,23400.0,0.19,ELC
2024-06-25,,Mua,51000.0,26450.0,0.053,ELC
2024-05-24,,Bán,-50900.0,27450.0,0.015,ELC
2024-05-22,,Bán,-200000.0,27300.0,0.02,ELC
2024-05-02,,Bán,-365000.0,21800.0,0.278,ELC
2024-04-23,,Mua,6000.0,20000.0,0.393,ELC
2024-04-23,,Mua,20000.0,20000.0,0.393,ELC
2024-04-23,,Mua,60000.0,20000.0,0.393,ELC
2024-04-12,,Bán,-500000.0,22800.0,0.221,ELC
2024-04-12,,Bán,-150000.0,22800.0,0.221,ELC
2023-09-08,,Bán,-75857.0,17179.0,0.621,ELC
2023-08-31,,Bán,-800000.0,18036.0,0.544,ELC
2023-08-31,,Bán,-6000.0,18036.0,0.544,ELC
2023-08-07,,Bán,-439000.0,13500.0,1.063,ELC
2023-07-18,,Bán,-428457.0,10857.0,1.565,ELC
2023-02-06,,Mua,100000.0,8929.0,2.119,ELC
2023-01-19,,Bán,-5000.0,8500.0,2.276,ELC
2022-11-30,,Bán,-1500000.0,6793.0,3.1,ELC
2022-11-15,,Mua,0.0,4250.0,5.553,ELC
2022-10-19,,Mua,0.0,7429.0,2.749,ELC
2024-10-17,,Bán,-566000.0,,,EME
2024-10-14,,Bán,-104000.0,,,EME
2024-10-07,,Mua,566000.0,,,EME
2023-08-02,,Bán,-45000.0,,,EME
2023-08-02,,Bán,-20000.0,,,EME
2023-08-02,,Mua,104000.0,,,EME
2023-08-02,,Mua,230000.0,,,EME
2022-04-26,,Mua,145000.0,,,EME
2021-12-07,,Bán,-926100.0,,,EME
2021-08-13,,Bán,-600000.0,,,EME
2020-09-01,,Mua,266850.0,,,EME
2020-09-01,,Bán,-266850.0,,,EME
2020-08-14,,Mua,200000.0,,,EME
2020-08-12,,Mua,280000.0,,,EME
2020-08-10,,Mua,120000.0,,,EME
2020-08-03,,Bán,-120000.0,,,EME
2019-12-30,,Mua,926173.0,,,EME
2019-12-30,,Bán,-500000.0,,,EME
2019-12-30,,Bán,-440000.0,,,EME
2019-02-01,,Mua,266850.0,,,EME
2017-03-28,,Bán,-43487.0,,,EMG
,,,,,,EMS
2023-05-15,,Mua,500000.0,,,EPC
2023-05-15,,Mua,900000.0,,,EPC
2023-05-11,,Bán,-4000000.0,,,EPC
2023-05-08,,Mua,1500000.0,,,EPC
2022-02-08,,Bán,-2300000.0,,,EPC
2022-02-08,,Mua,2300000.0,,,EPC
2020-09-07,,Mua,1779270.0,,,EPC
2020-09-07,,Bán,-1378800.0,,,EPC
2020-01-22,,Bán,-2813700.0,,,EPC
2020-01-22,,Mua,513700.0,,,EPC
2020-01-22,,Mua,2300000.0,,,EPC
2020-01-15,,Mua,1500000.0,,,EPC
2020-01-15,,Bán,-1500000.0,,,EPC
2019-07-29,,Bán,0.0,,,EPC
,,,,,,EPH
2024-10-31,,Mua,884149.0,10950.0,-0.059,EVE
2024-10-29,,Bán,-1768297.0,10900.0,-0.055,EVE
2024-10-25,,Mua,884148.0,11000.0,-0.064,EVE
2024-10-18,,Mua,0.0,11050.0,-0.068,EVE
2024-09-30,,Mua,152200.0,11300.0,-0.088,EVE
2024-09-13,,Bán,-413810.0,11300.0,-0.088,EVE
2024-08-14,,Mua,55000.0,12500.0,-0.176,EVE
2024-07-10,,Mua,61200.0,14250.0,-0.277,EVE
2024-05-17,,Mua,8000.0,13651.0,-0.245,EVE
2024-05-02,,Mua,0.0,13602.0,-0.243,EVE
2024-03-22,,Mua,0.0,14374.0,-0.283,EVE
2024-02-21,,Mua,0.0,13795.0,-0.253,EVE
2023-12-29,,Mua,59700.0,14615.0,-0.295,EVE
2023-11-29,,Bán,-453300.0,14229.0,-0.276,EVE
2023-11-28,,Mua,355200.0,14229.0,-0.276,EVE
2023-11-21,,Mua,347100.0,14229.0,-0.276,EVE
2023-11-08,,Mua,285120.0,13409.0,-0.232,EVE
2023-11-08,,Bán,-285120.0,13409.0,-0.232,EVE
2023-09-12,,Bán,-300600.0,15532.0,-0.337,EVE
2023-07-28,,Bán,-35400.0,17702.0,-0.418,EVE
2024-02-29,,Bán,-248000.0,,,EVF
2023-12-12,,Mua,34451.0,,,EVF
2023-12-12,,Mua,41000.0,,,EVF
2023-12-12,,Mua,51677.0,,,EVF
2023-12-12,,Mua,20000.0,,,EVF
2023-12-11,,Mua,41342.0,,,EVF
2023-12-11,,Mua,68903.0,,,EVF
2023-12-11,,Mua,80000.0,,,EVF
2023-12-11,,Mua,86129.0,,,EVF
2023-12-08,,Mua,51785.0,,,EVF
2023-12-08,,Mua,129194.0,,,EVF
2023-12-08,,Mua,34451.0,,,EVF
2023-12-08,,Mua,27561.0,,,EVF
2023-12-07,,Mua,33300.0,,,EVF
2023-12-07,,Mua,34451.0,,,EVF
2023-12-07,,Mua,51677.0,,,EVF
2023-11-09,,Mua,30350.0,,,EVF
2023-11-02,,Mua,481360.0,,,EVF
2023-11-02,,Mua,1850330.0,,,EVF
2023-11-01,,Mua,1057023.0,,,EVF
2024-05-15,,Mua,1979600.0,,,EVG
2022-07-25,,Mua,2848800.0,,,EVG
2022-02-28,,Mua,822500.0,,,EVG
2022-02-28,,Mua,7875000.0,,,EVG
2022-02-28,,Mua,26600000.0,,,EVG
2022-02-18,,Mua,2139100.0,,,EVG
2021-06-01,,Bán,-120000.0,,,EVG
2021-05-19,,Mua,5700000.0,,,EVG
2021-04-29,,Mua,243000.0,,,EVG
2021-03-01,,Mua,3375000.0,,,EVG
2021-03-01,,Mua,11400000.0,,,EVG
2021-03-01,,Mua,397500.0,,,EVG
2021-03-01,,Mua,352500.0,,,EVG
2020-07-31,,Mua,510000.0,,,EVG
2020-06-15,,Bán,0.0,,,EVG
2020-06-15,,Mua,20000.0,,,EVG
2020-01-07,,Bán,-1066580.0,,,EVG
2019-09-13,,Mua,858470.0,,,EVG
2019-09-13,,Mua,840300.0,,,EVG
2018-08-27,,Bán,-1030000.0,,,EVG
2024-03-13,,Bán,-200000.0,,,EVS
2024-01-15,,Bán,-200000.0,,,EVS
2023-12-28,,Bán,-32000000.0,,,EVS
2023-12-21,,Mua,8200000.0,,,EVS
2023-10-31,,Mua,3200000.0,,,EVS
2023-10-13,,Bán,-109312.0,,,EVS
2023-07-18,,Bán,-89200.0,,,EVS
2023-07-18,,Bán,-69500.0,,,EVS
2022-12-05,,Mua,1064900.0,,,EVS
2022-12-05,,Mua,320000.0,,,EVS
2022-10-18,,Mua,2800000.0,,,EVS
2022-09-26,,Bán,0.0,,,EVS
2022-03-23,,Mua,3000000.0,,,EVS
2021-10-11,,Bán,-2800000.0,,,EVS
2021-10-08,,Bán,-5700000.0,,,EVS
2021-10-07,,Bán,-2500000.0,,,EVS
2021-04-14,,Mua,99900.0,,,EVS
2021-01-15,,Bán,-6000000.0,,,EVS
2020-07-07,,Bán,-1508500.0,,,EVS
2020-07-07,,Bán,-1300000.0,,,EVS
2015-01-16,,Mua,165000.0,4500.0,-0.8,FBA
2014-07-04,,Bán,-154500.0,,,FBA
2013-10-24,,Mua,0.0,,,FBA
2013-10-14,,Bán,0.0,,,FBA
2013-07-10,,Bán,0.0,,,FBA
2013-06-24,,Mua,0.0,,,FBA
2013-06-24,,Bán,-30000.0,,,FBA
2012-08-23,,Bán,-32500.0,,,FBA
2012-08-17,,Mua,109600.0,,,FBA
2012-08-17,,Mua,190000.0,,,FBA
2012-08-07,,Mua,250000.0,,,FBA
2012-08-07,,Bán,-52000.0,,,FBA
2012-08-07,,Bán,-200000.0,,,FBA
2012-08-07,,Mua,225000.0,,,FBA
2012-07-18,,Mua,2100.0,,,FBA
2012-07-18,,Bán,-24400.0,,,FBA
2012-07-16,,Mua,154500.0,,,FBA
2012-07-16,,Mua,100.0,,,FBA
2012-07-03,,Bán,-100000.0,,,FBA
2012-07-03,,Mua,2000.0,,,FBA
2018-12-17,,Mua,3900.0,,,FBC
2018-11-16,,Mua,214900.0,,,FBC
2018-11-16,,Bán,-215000.0,,,FBC
2023-06-20,,Mua,1000.0,,,FCC
2023-05-04,,Mua,2600.0,,,FCC
2022-05-20,,Mua,1300.0,,,FCC
2022-02-15,,Mua,4200.0,,,FCC
2018-06-13,,Bán,-1941990.0,,,FCC
2024-11-15,,Bán,-15000.0,3063.0,0.074,FCM
2024-09-20,,Mua,15000.0,3239.0,0.016,FCM
2022-03-21,,Bán,-2069700.0,11576.0,-0.716,FCM
2022-03-01,,Bán,-1500000.0,9522.0,-0.654,FCM
2022-01-28,,Bán,-940400.0,8663.0,-0.62,FCM
2021-11-22,,Bán,-391400.0,8417.0,-0.609,FCM
2021-09-28,,Bán,-1240000.0,5996.0,-0.451,FCM
2020-07-27,,Mua,105560.0,4810.0,-0.316,FCM
2020-05-29,,Mua,177420.0,5353.0,-0.385,FCM
2018-10-23,,Bán,-10268506.0,4379.0,-0.249,FCM
2018-09-28,,Mua,20910000.0,5918.0,-0.444,FCM
2017-08-04,,Bán,-9000.0,5999.0,-0.452,FCM
2016-08-09,,Bán,0.0,2736.0,0.202,FCM
2016-05-26,,Bán,-29000.0,3046.0,0.08,FCM
2016-05-24,,Bán,0.0,3109.0,0.058,FCM
2016-04-26,,Bán,0.0,3171.0,0.038,FCM
